Date;USD_TO_AUD_1M_FWD_PTS;USD_TO_AUD_3M_FWD_PTS;USD_TO_AUD_6M_FWD_PTS;USD_TO_AUD_9M_FWD_PTS;USD_TO_EUR_1M_FWD_PTS;USD_TO_EUR_3M_FWD_PTS;USD_TO_EUR_6M_FWD_PTS;USD_TO_EUR_9M_FWD_PTS;USD_TO_NZD_1M_FWD_PTS;USD_TO_NZD_3M_FWD_PTS;USD_TO_NZD_6M_FWD_PTS;USD_TO_NZD_9M_FWD_PTS;SEK_TO_USD_1M_FWD_PTS;SEK_TO_USD_3M_FWD_PTS;SEK_TO_USD_6M_FWD_PTS;SEK_TO_USD_9M_FWD_PTS;NOK_TO_USD_1M_FWD_PTS;NOK_TO_USD_3M_FWD_PTS;NOK_TO_USD_6M_FWD_PTS;NOK_TO_USD_9M_FWD_PTS;USD_TO_GBP_1M_FWD_PTS;USD_TO_GBP_3M_FWD_PTS;USD_TO_GBP_6M_FWD_PTS;USD_TO_GBP_9M_FWD_PTS;JPY_TO_USD_1M_FWD_PTS;JPY_TO_USD_3M_FWD_PTS;JPY_TO_USD_6M_FWD_PTS;JPY_TO_USD_9M_FWD_PTS;CAD_TO_USD_1M_FWD_PTS;CAD_TO_USD_3M_FWD_PTS;CAD_TO_USD_6M_FWD_PTS;CAD_TO_USD_9M_FWD_PTS;CHF_TO_USD_1M_FWD_PTS;CHF_TO_USD_3M_FWD_PTS;CHF_TO_USD_6M_FWD_PTS;CHF_TO_USD_9M_FWD_PTS
26.05.2000;2.65;8.65;19.45;31.3;19.4;;;;0.15;0.25;-0.75;-1.5;-212.5;;;;-36.5;-93.0;-215.0;-350.0;7.05;24.8;;;-59.85;-181.05;;;-10.25;-32.0;-66.5;-107.0;-57.75;;;
29.05.2000;2.75;9.45;21.5;35.0;20.25;;;;0.4;0.8;0.5;1.5;-209.5;;;;-35.5;-92.5;-210.0;-358.0;7.5;24.85001;;;-61.9;-181.45;;;-9.95;-32.0;-67.5;-106.0;-56.5;;;
30.05.2000;2.75;10.2;22.85;37.0;19.3;;;;0.8;0.8;0.75;2.5;-209.0;;;;-35.5;-96.0;-214.0;-359.0;7.6;27.25;;;-59.95;-187.2;;;-11.25;-32.2;-67.5;-109.0;-56.75;;;
31.05.2000;2.8;9.9;22.7;36.8;18.5;;;;0.45;1.1;1.5;1.0;-209.5;;;;-34.5;-93.0;-210.0;-345.0;7.6;26.60001;;;-58.85;-183.2;;;-10.95;-33.7;-69.5;-110.0;-54.75;;;
01.06.2000;2.95;10.25;23.55;37.3;18.15;;;;0.45;1.0;0.5;1.5;-207.65;;;;-33.5;-91.0;-200.0;-330.0;7.75;26.55;;;-59.45;-184.3;;;-10.5;-33.5;-69.5;-110.0;-54.25;;;
02.06.2000;2.8;9.65;21.9;34.75;18.45;;;;0.35;0.25;-0.5;-1.0;-202.0;;;;-29.5;-87.0;-167.0;-252.0;7.65;25.75;;;-59.0;-182.05;;;-9.65;-31.75;-67.5;-109.0;-53.25;;;
05.06.2000;3.0;9.15;21.25;32.8;19.85;;;;0.45;0.75;-1.0;-3.0;-213.7;;;;-27.5;-83.0;-150.0;-235.0;8.5;25.55;;;-62.5;-180.5;;;-9.55;-31.5;-65.5;-104.0;-52.45;;;
06.06.2000;2.65;9.45;21.6;33.7;19.55;;;;0.55;0.95;-0.3;-2.0;-203.75;;;;-28.5;-79.0;-150.0;-215.0;8.7;27.60001;;;-59.6;-181.8;;;-10.35;-31.7;-65.5;-102.0;-55.95;;;
07.06.2000;2.75;9.35;21.85;34.5;19.95;;;;0.5;0.85;-0.2;-1.0;-205.5;;;;-26.5;-67.0;-125.0;-200.0;8.7;27.25;;;-59.45;-181.0;;;-10.25;-32.7;-65.0;-100.0;-54.25;;;
08.06.2000;2.9;9.35;21.2;33.0;17.85;;;;0.45;1.05;-0.3;-1.0;-200.5;;;;-22.5;-58.0;-110.0;-185.0;8.0;26.10001;;;-57.85;-177.5;;;-9.95;-32.0;-65.5;-102.0;-50.25;;;
09.06.2000;2.85;9.45;21.8;35.0;17.85;;;;0.5;0.95;-0.35;-1.5;-199.5;;;;-21.5;-54.0;-104.0;-194.0;8.1;25.89999;;;-58.75;-180.0;;;-9.95;-31.5;-63.5;-100.0;-49.5;;;
12.06.2000;2.81;9.6;21.9;34.5;18.85;;;;0.45;0.85;-0.75;-1.5;-199.5;;;;-20.0;-54.0;-108.0;-195.0;8.45;25.14999;;;-62.05;-185.0;;;-9.85;-31.2;-63.5;-100.0;-49.75;;;
13.06.2000;3.1;10.1;22.75;37.0;18.5;;;;0.48;0.5;-0.63;-2.5;-210.5;;;;-20.5;-52.0;-85.0;-155.0;8.7;25.5;;;-62.05;-184.5;;;-10.65;-31.5;-63.5;-99.0;-52.5;;;
14.06.2000;2.95;9.8;21.3;32.4;18.95;;;;0.5;0.6;-0.82;-2.5;-202.5;;;;-9.5;-25.0;-58.0;-70.0;8.85;26.10001;;;-60.3;-182.35;;;-10.75;-32.0;-65.0;-100.0;-47.9;;;
15.06.2000;2.9;9.5;20.8;31.4;18.05;;;;0.35;0.45;-2.0;-3.5;-198.5;;;;-7.5;-15.0;-44.0;-60.0;8.4;25.95;;;-58.15;-178.25;;;-10.25;-31.3;-65.5;-98.0;-47.95;;;
16.06.2000;2.9;9.65;21.05;31.5;18.25;;;;0.3;0.35;-1.7;-2.7;-199.0;;;;0.5;-2.0;-5.0;-10.0;8.45;25.8;;;-59.95;-177.0;;;-10.25;-31.0;-63.5;-98.0;-47.25;;;
19.06.2000;3.05;9.6;20.8;31.2;18.18;;;;0.4;0.25;-1.6;-2.5;-198.5;;;;-2.5;-2.5;-2.5;0.0;8.57;25.95;;;-58.05;-176.5;;;-10.25;-31.5;-63.5;-100.0;-46.5;;;
20.06.2000;2.8;9.6;21.05;30.8;18.5;;;;0.45;0.4;-1.5;-2.5;-199.85;;;;-3.0;-8.5;-10.0;-12.0;8.8;26.95;;;-59.45;-179.4;;;-11.15;-31.5;-64.5;-100.0;-49.0;;;
21.06.2000;2.8;9.65;21.05;31.5;17.6;;;;0.5;0.5;-1.3;-1.5;-200.75;;;;-4.0;-7.0;-7.5;-10.0;8.5;26.0;;;-57.55;-175.8;;;-10.75;-32.7;-65.5;-102.0;-46.35;;;
22.06.2000;2.9;9.7;20.95;31.7;17.25;;;;0.4;0.35;-1.5;-3.0;-201.5;;;;-2.5;10.5;30.0;55.0;8.5;25.95;;;-57.25;-174.5;;;-10.85;-33.0;-66.5;-101.0;-45.45;;;
23.06.2000;2.85;9.65;21.25;32.1;17.3;;;;0.5;0.2;-1.75;-3.5;-205.5;;;;-3.5;17.0;47.0;80.0;8.1;25.55;;;-57.05;-174.0;;;-11.15;-33.0;-68.5;-104.0;-46.85;;;
26.06.2000;3.1;9.7;21.15;31.7;18.6;;;;0.6;0.55;-0.75;-0.75;-218.35;;;;-5.5;18.0;55.0;110.0;9.1;26.3;;;-61.65;-175.7;;;-10.95;-32.5;-66.5;-102.0;-46.0;;;
27.06.2000;3.0;9.45;21.35;32.5;18.4;;;;0.7;0.65;0.3;1.0;-213.05;;;;-10.0;11.0;65.0;130.0;9.0;26.35001;;;-59.4;-173.3;;;-11.05;-33.0;-67.0;-102.0;-50.25;;;
28.06.2000;2.75;9.45;21.5;32.1;17.9;;;;0.55;0.55;0.7;-1.0;-210.15;;;;-14.0;9.0;70.0;145.0;8.2;25.75;;;-59.2;-175.0;;;-11.85;-33.5;-67.5;-105.0;-48.25;;;
29.06.2000;3.15;9.55;22.65;33.5;19.25;;;;0.45;0.4;0.6;-1.0;-223.5;;;;-9.0;18.0;70.0;160.0;9.05;25.60001;;;-62.15;-172.05;;;-11.5;-33.5;-68.5;-104.0;-48.05;;;
30.06.2000;3.05;9.65;22.25;33.0;19.4;;;;0.45;0.35;0.5;-1.5;-216.5;;;;-9.5;17.0;70.0;160.0;9.25;25.64999;;;-62.65;-173.75;;;-11.5;-33.0;-70.5;-106.0;-50.5;;;
03.07.2000;2.8;9.5;21.85;31.5;18.55;;;;0.45;0.45;0.9;0.0;-210.45;;;;-11.0;17.5;71.0;165.0;9.15;25.5;;;-60.3;-172.8;;;-11.95;-33.2;-69.5;-104.0;-50.5;;;
04.07.2000;2.82;9.8;21.75;31.75;17.9;;;;0.4;0.7;1.5;2.5;-201.35;;;;5.5;22.5;73.0;150.0;8.85;26.8;;;-58.85;-179.35;;;-11.55;-32.5;-70.0;-104.0;-48.75;;;
05.07.2000;2.7;9.1;20.95;30.5;18.15;;;;0.45;0.55;0.9;0.0;-199.2;;;;-11.5;17.0;67.5;150.0;8.9;26.3;;;-59.1;-174.0;;;-11.25;-32.0;-67.5;-101.0;-47.0;;;
06.07.2000;2.85;9.05;20.65;30.5;17.95;;;;0.4;0.25;0.9;-0.5;-197.75;;;;-10.0;12.0;55.0;140.0;8.6;26.10001;;;-59.65;-175.1;;;-10.85;-33.3;-68.5;-102.0;-47.55;;;
07.07.2000;2.77;8.95;20.0;29.0;17.9;;;;0.4;0.25;0.0;-2.0;-199.5;;;;-14.5;13.0;65.0;155.0;8.3;25.64999;;;-59.75;-175.45;;;-10.65;-32.3;-70.5;-103.0;-47.0;;;
10.07.2000;3.0;9.1;20.85;29.8;18.55;;;;0.5;0.5;0.5;-0.5;-206.45;;;;-12.5;15.0;70.0;160.0;8.3;25.0;;;-61.15;-174.0;;;-10.75;-32.5;-70.0;-101.5;-49.85;;;
11.07.2000;2.9;9.25;20.15;28.8;18.0;;;;0.55;0.4;0.5;0.5;-201.35;;;;-11.5;19.0;84.0;189.0;8.3;25.60001;;;-58.4;-176.95;;;-11.25;-32.8;-72.5;-102.0;-48.55;;;
12.07.2000;2.85;8.9;19.95;28.7;17.8;;;;0.5;0.45;0.5;0.0;-202.45;;;;-13.5;23.0;80.0;175.0;8.65;25.8;;;-59.15;-175.5;;;-10.85;-33.5;-73.5;-104.0;-46.95;;;
13.07.2000;2.8;8.9;19.4;28.0;17.65;;;;0.45;0.45;0.45;0.5;-201.9;;;;-8.0;35.0;110.0;230.0;8.5;25.3;;;-59.05;-176.5;;;-10.85;-32.8;-70.5;-104.0;-46.3;;;
14.07.2000;2.9;8.95;19.45;28.0;17.8;;;;0.45;0.45;0.5;-0.5;-201.5;;;;-9.5;29.0;100.0;200.0;8.45;25.75;;;-59.25;-176.25;;;-11.05;-33.5;-71.5;-105.0;-46.75;;;
17.07.2000;3.1;9.0;19.7;28.2;18.2;;;;0.45;0.6;1.2;1.5;-209.3;;;;-11.5;27.5;80.0;180.0;8.75;26.0;;;-60.55;-177.0;;;-11.75;-33.5;-71.5;-105.0;-49.75;;;
18.07.2000;3.15;9.4;19.95;29.2;17.15;;;;0.55;0.75;1.8;2.5;-202.6;;;;-10.0;26.0;85.0;192.5;8.6;26.45;;;-60.45;-178.2;;;-11.25;-33.2;-72.5;-105.0;-49.25;;;
19.07.2000;2.85;9.0;19.45;29.0;16.95;;;;0.45;0.5;1.25;1.5;-205.55;;;;-10.5;22.0;70.0;160.0;8.55;25.60001;;;-60.55;-177.75;;;-10.85;-33.63;-71.5;-105.0;-47.5;;;
20.07.2000;2.85;9.0;19.15;27.4;17.35;;;;0.25;0.45;1.25;0.5;-204.95;;;;-5.5;30.0;102.5;220.0;7.85;24.05;;;-60.25;-175.8;;;-10.75;-33.0;-70.5;-104.0;-48.0;;;
21.07.2000;2.95;8.95;19.05;27.5;17.4;;;;0.4;0.65;1.3;1.0;-203.5;;;;-4.5;35.0;105.0;200.0;7.75;23.2;;;-60.65;-177.75;;;-10.5;-32.2;-69.5;-102.0;-48.25;;;
24.07.2000;3.1;9.05;19.15;27.7;18.0;;;;0.25;0.55;1.0;0.5;-209.85;;;;-7.5;33.0;100.0;200.0;8.65;23.7;;;-62.5;-178.2;;;-11.55;-32.7;-70.5;-102.0;-51.45;;;
25.07.2000;2.85;8.85;18.45;26.5;17.6;;;;0.25;0.45;1.0;-0.5;-203.35;;;;-5.5;40.0;115.0;210.0;8.5;24.8;;;-60.6;-182.3;;;-11.05;-32.2;-68.5;-101.0;-49.6;;;
26.07.2000;2.8;8.6;18.2;26.3;17.65;;;;0.3;0.35;0.7;0.5;-202.55;;;;-4.5;43.0;110.0;212.5;8.2;23.89999;;;-60.6;-181.5;;;-10.65;-33.0;-67.5;-99.0;-47.85;;;
27.07.2000;2.65;8.2;16.6;23.5;17.4;;;;0.25;0.25;0.75;-1.0;-201.55;;;;-3.5;43.0;125.0;220.0;8.0;22.5;;;-60.5;-178.4;;;-10.55;-32.8;-68.0;-100.0;-48.65;;;
28.07.2000;2.65;7.55;15.45;21.3;17.42;;;;0.15;0.2;0.25;-1.5;-203.5;;;;-2.5;45.0;120.0;226.0;7.9;21.95;;;-60.95;-179.0;;;-10.55;-32.5;-67.5;-99.0;-53.75;;;
31.07.2000;2.65;7.5;15.15;20.7;18.5;;;;0.2;0.2;0.6;-1.0;-218.0;;;;2.5;55.0;125.0;215.0;8.35;21.89999;;;-64.95;-186.0;;;-11.75;-32.3;-68.0;-99.0;-52.35;;;
01.08.2000;2.5;7.3;14.95;20.2;17.15;;;;0.1;0.3;0.6;0.0;-209.2;;;;2.5;58.0;140.0;240.0;7.75;21.89999;;;-62.8;-183.05;;;-11.35;-32.0;-69.5;-100.0;-52.75;;;
02.08.2000;1.65;5.6;11.45;15.5;17.45;;;;0.0;0.0;0.0;-2.5;-214.5;;;;4.5;58.0;157.5;258.0;7.35;21.64999;;;-62.65;-181.95;;;-10.75;-32.5;-69.5;-100.0;-51.25;;;
03.08.2000;1.85;5.5;11.25;15.1;16.85;;;;0.2;0.4;0.5;-1.75;-207.3;;;;7.5;65.0;165.0;285.0;8.45;22.64999;;;-60.25;-177.45;;;-10.45;-32.2;-68.5;-101.0;-50.35;;;
04.08.2000;1.85;5.4;11.0;14.5;17.9;;;;0.15;0.35;0.55;-1.5;-220.3;;;;7.5;65.0;170.0;295.0;8.55;21.95;;;-64.15;-177.15;;;-10.75;-33.0;-69.5;-106.0;-50.5;;;
07.08.2000;1.75;5.45;11.1;15.0;17.4;;;;0.25;0.3;0.5;-2.5;-214.8;;;;8.5;62.0;172.5;295.0;8.45;22.05;;;-62.35;-177.65;;;-11.45;-32.8;-69.5;-103.0;-54.25;;;
08.08.2000;1.75;5.5;11.35;15.0;16.75;;;;0.25;0.25;-0.13;-2.8;-209.8;;;;8.5;65.0;167.5;287.5;7.95;22.25;;;-59.95;-179.85;;;-11.05;-32.5;-68.5;-101.0;-52.65;;;
09.08.2000;1.75;5.4;10.65;14.2;16.75;;;;0.25;0.25;-0.5;-3.0;-207.8;;;;22.0;107.0;210.5;360.0;8.15;22.5;;;-60.05;-180.0;;;-10.55;-33.5;-68.5;-100.0;-51.15;;;
10.08.2000;1.7;4.1;8.65;11.1;16.7;;;;0.15;0.25;-0.23;-3.5;-208.4;;;;22.5;86.0;160.0;255.0;8.15;22.0;;;-64.9;-173.5;;;-10.65;-32.2;-68.5;-100.0;-51.75;;;
11.08.2000;1.85;4.25;8.4;11.1;16.8;;;;0.15;0.0;-0.8;-3.75;-220.7;;;;23.5;98.0;190.0;297.5;8.35;21.95;;;-62.5;-173.45;;;-10.35;-31.75;-67.5;-99.0;-51.45;;;
14.08.2000;2.25;4.15;8.6;11.3;16.05;;;;0.1;-0.1;0.5;-4.5;-214.5;;;;21.5;94.0;177.5;275.0;8.15;21.85001;;;-60.85;-174.75;;;-10.55;-31.9;-67.5;-98.0;-53.85;;;
15.08.2000;1.9;4.05;8.3;10.4;15.5;;;;0.38;0.48;1.0;0.5;-211.3;;;;21.5;91.0;170.0;270.0;8.45;22.95;;;-58.65;-177.35;;;-11.05;-31.5;-67.0;-99.0;-51.55;;;
16.08.2000;1.6;3.85;7.8;10.3;15.0;;;;0.4;0.8;2.0;1.5;-210.0;;;;21.5;93.0;180.0;285.0;8.2;22.45;;;-58.1;-172.05;;;-10.65;-31.0;-66.0;-97.0;-49.15;;;
17.08.2000;1.25;2.75;5.2;7.5;15.3;;;;0.4;0.7;1.75;1.0;-212.5;;;;22.0;93.0;185.0;285.0;8.35;22.14999;;;-58.1;-172.25;;;-10.35;-30.75;-66.0;-97.0;-49.05;;;
18.08.2000;1.35;2.95;5.75;6.9;16.0;;;;0.35;1.05;2.5;1.5;-226.6;;;;22.5;92.0;185.0;280.0;8.7;22.25;;;-61.85;-173.75;;;-10.45;-31.0;-66.0;-97.0;-49.65;;;
21.08.2000;1.6;3.6;7.4;9.0;15.27;;;;0.43;1.05;2.0;2.0;-224.5;;;;23.0;93.5;182.5;280.0;8.55;21.64999;;;-60.02;-172.0;;;-10.05;-30.8;-66.5;-96.0;-51.15;;;
22.08.2000;1.6;3.4;6.8;8.3;14.73;;;;0.35;0.8;1.3;0.5;-220.0;;;;24.5;99.0;200.0;297.5;8.75;22.25;;;-57.98;-175.25;;;-10.55;-31.0;-67.5;-97.0;-51.45;;;
23.08.2000;1.15;2.2;4.25;6.5;14.68;;;;0.27;0.75;0.1;-1.5;-215.0;;;;22.5;97.0;195.0;300.0;8.05;21.55;;;-57.2;-169.25;;;-10.15;-31.5;-66.5;-97.0;-49.75;;;
24.08.2000;1.3;2.25;4.8;6.0;14.35;;;;0.45;0.85;0.2;-0.5;-213.9;;;;21.5;95.0;180.0;285.0;7.85;21.45;;;-57.15;-168.95;;;-10.5;-31.0;-66.0;-97.5;-47.85;;;
25.08.2000;1.2;2.15;4.4;5.2;13.4;;;;0.3;0.75;0.35;-2.0;-209.1;;;;22.5;99.0;204.0;300.0;7.55;20.5;;;-55.2;-168.25;;;-10.5;-31.25;-65.0;-96.0;-48.65;;;
28.08.2000;1.45;2.6;4.8;6.0;12.9;;;;0.4;0.85;0.5;-2.0;-203.1;;;;21.5;98.0;201.0;302.0;7.25;20.35001;;;-53.05;-165.4;;;-10.15;-31.0;-65.63;-96.0;-47.85;;;
29.08.2000;1.4;2.15;4.6;5.8;13.9;;;;0.35;0.7;0.35;-3.0;-214.9;;;;23.0;95.0;190.0;282.5;7.45;19.75;;;-56.77;-164.95;;;-9.75;-30.95;-66.38;-96.0;-46.5;;;
30.08.2000;1.15;2.05;4.0;5.2;13.7;;;;0.45;0.85;0.5;-2.0;-210.2;;;;22.5;99.0;197.5;300.0;7.05;19.45;;;-54.75;-165.65;;;-9.85;-30.5;-33.5;-96.0;-49.75;;;
31.08.2000;1.4;2.6;5.0;6.25;14.07;;;;0.35;0.75;0.0;-3.5;-211.5;;;;23.5;116.0;235.0;355.0;7.35;19.05;;;-54.68;-165.25;;;-10.55;-30.5;-65.5;-96.0;-48.45;;;
01.09.2000;1.55;3.0;5.9;7.7;14.43;;;;0.3;0.65;-0.3;-4.0;-211.5;;;;24.5;115.0;250.0;410.0;7.4;18.8;;;-54.48;-163.5;;;-10.05;-30.45;-64.0;-94.0;-49.05;;;
04.09.2000;1.75;3.3;6.85;9.5;15.77;;;;0.45;0.75;0.4;-3.5;-231.8;;;;23.5;117.5;265.0;430.0;7.75;18.75;;;-61.63;-163.65;;;-9.65;-30.5;-64.5;-94.0;-52.25;;;
05.09.2000;1.45;3.25;6.4;8.5;15.02;;;;0.35;0.95;0.5;-2.5;-223.8;;;;27.0;128.0;285.0;475.0;5.95;19.05;;;-57.95;-163.85;;;-11.0;-30.45;-64.5;-94.0;-51.25;;;
06.09.2000;1.5;2.6;4.8;6.5;13.7;;;;0.45;0.8;0.4;-2.5;-210.8;;;;25.5;140.0;315.0;520.0;7.3;20.10001;;;-54.35;-163.95;;;-10.4;-30.5;-65.0;-95.0;-47.45;;;
07.09.2000;1.55;2.1;3.65;4.5;13.65;;;;0.35;0.55;0.23;-4.0;-213.6;;;;24.0;133.5;295.0;475.0;6.3;19.55;;;-54.05;-163.15;;;-9.95;-30.5;-64.5;-93.0;-48.05;;;
08.09.2000;1.55;2.31;4.25;4.9;13.5;;;;0.35;0.75;0.5;-3.0;-214.6;;;;26.5;137.0;300.0;495.0;7.45;20.3;;;-54.5;-164.75;;;-10.15;-31.1;-64.0;-95.5;-48.05;;;
11.09.2000;1.65;2.4;4.15;6.0;14.27;;;;0.45;1.05;1.3;-2.0;-231.3;;;;26.5;140.0;310.0;514.5;7.55;19.75;;;-58.23;-165.25;;;-10.25;-31.6;-64.5;-95.0;-51.95;;;
12.09.2000;1.85;2.55;4.3;5.0;14.07;;;;0.55;0.95;1.5;-1.5;-225.8;;;;32.0;153.0;327.5;542.5;7.35;19.64999;;;-54.95;-166.15;;;-11.1;-30.95;-64.5;-94.0;-50.85;;;
13.09.2000;1.65;2.65;5.5;7.0;13.77;;;;0.45;0.9;1.5;-1.75;-219.3;;;;31.0;154.0;335.0;550.0;7.1;19.55;;;-55.25;-166.65;;;-10.7;-30.8;-63.5;-94.5;-50.25;;;
14.09.2000;1.35;2.6;4.75;5.5;13.93;;;;0.4;0.85;1.5;-3.5;-218.3;;;;34.5;160.0;360.0;565.0;6.85;19.64999;;;-55.15;-166.5;;;-10.4;-30.9;-64.5;-95.0;-49.85;;;
15.09.2000;1.3;2.25;3.7;3.4;13.8;;;;0.3;0.75;1.75;-2.0;-217.7;;;;35.5;161.0;360.0;590.0;7.25;19.95;;;-54.55;-165.95;;;-10.2;-30.4;-63.0;-95.0;-49.5;;;
18.09.2000;1.2;1.65;2.35;1.8;14.3;;;;0.35;0.75;1.0;-2.5;-230.3;;;;33.5;159.0;355.0;555.0;7.75;20.25;;;-58.65;-165.45;;;-10.2;-30.0;-64.5;-94.0;-51.95;;;
19.09.2000;1.3;1.45;2.85;2.2;13.88;;;;0.4;0.9;1.0;-2.5;-223.3;;;;35.0;150.0;334.5;560.0;7.45;20.05;;;-56.7;-165.75;;;-10.65;-30.2;-65.5;-96.0;-50.25;;;
20.09.2000;0.95;1.4;2.1;1.4;13.27;;;;0.35;0.85;1.23;-2.5;-216.0;;;;47.0;147.5;307.5;495.0;7.45;20.75;;;-54.52;-164.85;;;-10.25;-30.0;-64.5;-95.0;-48.45;;;
21.09.2000;0.9;1.45;2.35;1.6;13.4;;;;0.5;1.1;1.2;-2.5;-218.3;;;;45.0;145.5;310.0;505.0;7.45;21.45;;;-54.43;-164.25;;;-10.15;-30.75;-65.0;-95.0;-48.8;;;
22.09.2000;1.35;1.75;3.2;3.0;13.7;;;;0.5;0.95;1.5;-1.5;-211.6;;;;46.0;145.0;310.0;525.0;7.55;21.5;;;-55.1;-166.45;;;-10.15;-30.45;-63.5;-96.0;-46.75;;;
25.09.2000;1.2;1.85;3.2;3.5;14.1;;;;0.45;0.95;1.5;-2.0;-227.9;;;;45.5;145.0;308.0;485.0;8.15;22.0;;;-58.85;-166.35;;;-10.15;-30.55;-65.0;-95.5;-47.05;;;
26.09.2000;1.2;1.75;3.45;4.0;14.2;;;;0.5;0.9;1.38;-2.0;-229.1;;;;45.5;142.0;290.0;470.0;7.85;22.25;;;-59.15;-167.0;;;-10.85;-30.6;-65.5;-96.5;-50.0;;;
27.09.2000;0.95;2.95;3.2;3.5;13.7;;;;0.4;2.0;2.0;-1.5;-220.8;;;;46.0;145.0;280.0;475.0;7.45;23.05;;;-57.25;-171.0;;;-10.9;-30.6;-66.0;-96.0;-50.0;;;
28.09.2000;1.0;3.25;3.9;4.5;13.6;;;;0.45;2.05;1.75;-1.0;-220.7;;;;44.5;128.0;280.0;470.0;7.75;26.05;;;-62.77;-169.25;;;-10.25;-32.8;-64.0;-96.0;-48.95;;;
29.09.2000;0.85;3.2;3.55;3.9;14.5;;;;0.55;2.05;2.0;-1.0;-236.1;;;;46.5;132.5;287.5;485.0;8.15;25.95;;;-61.35;-167.65;;;-10.5;-35.0;-65.5;-96.5;-49.55;;;
02.10.2000;0.8;3.45;4.5;5.5;14.1;;;;0.55;2.15;1.25;-2.5;-228.2;;;;48.5;129.5;297.5;497.5;7.95;25.60001;;;-59.95;-168.95;;;-11.15;-34.8;-66.0;-95.5;-51.05;;;
03.10.2000;1.0;3.5;4.8;5.5;13.5;;;;0.35;1.95;1.25;-1.5;-224.5;;;;50.0;131.0;307.5;507.5;7.55;25.85001;;;-58.05;-174.15;;;-10.75;-35.0;-65.5;-96.5;-50.75;;;
04.10.2000;1.55;4.45;6.1;8.0;13.6;;;;0.4;1.85;1.05;-2.5;-226.0;;;;52.0;139.5;325.0;530.0;7.5;25.35001;;;-58.35;-169.25;;;-10.25;-35.65;-66.5;-96.0;-49.8;;;
05.10.2000;1.75;4.85;7.0;9.5;12.9;;;;0.45;1.9;0.5;-3.5;-222.5;;;;53.5;145.0;345.0;570.0;7.65;25.95;;;-58.6;-170.25;;;-10.15;-35.0;-66.5;-96.0;-49.75;;;
06.10.2000;1.68;4.95;7.35;10.3;13.9;;;;0.4;1.75;0.5;-3.0;-238.2;;;;55.0;147.0;353.0;572.5;8.25;25.95;;;-62.15;-170.85;;;-10.25;-34.7;-65.5;-95.0;-50.35;;;
09.10.2000;1.68;5.25;7.35;10.3;13.5;;;;0.45;1.85;1.2;-2.5;-231.1;;;;58.5;152.0;358.0;585.0;7.85;25.5;;;-60.35;-171.2;;;-11.15;-34.6;-65.5;-95.0;-53.45;;;
10.10.2000;1.45;5.05;7.7;10.25;13.1;;;;0.45;2.4;1.0;-2.5;-233.0;;;;60.0;156.0;395.5;620.0;7.45;25.75;;;-57.85;-173.25;;;-11.0;-34.7;-65.5;-95.0;-51.0;;;
11.10.2000;1.5;5.0;8.25;9.9;13.1;;;;0.5;2.25;0.75;-2.5;-232.4;;;;62.5;184.5;420.0;667.5;7.9;25.35001;;;-57.75;-168.75;;;-10.95;-35.5;-65.5;-94.0;-49.25;;;
12.10.2000;1.35;4.65;7.05;7.5;13.1;;;;0.45;1.8;-0.3;-4.5;-232.6;;;;62.5;190.0;430.0;695.0;7.85;25.05;;;-57.5;-167.45;;;-10.1;-34.1;-63.0;-90.0;-49.05;;;
13.10.2000;1.65;4.95;7.25;8.8;13.8;;;;0.36;1.85;0.2;-4.5;-248.0;;;;62.5;181.5;427.5;697.5;8.55;25.35001;;;-61.45;-168.05;;;-10.35;-34.55;-65.0;-93.0;-49.75;;;
16.10.2000;1.65;4.65;7.25;8.8;13.1;;;;0.5;1.8;-0.05;-4.5;-242.5;;;;62.5;187.0;430.0;675.0;7.95;25.14999;;;-59.5;-168.25;;;-10.9;-34.3;-64.0;-92.5;-53.3;;;
17.10.2000;1.4;4.85;6.65;7.5;12.75;;;;0.4;1.65;-0.5;-4.0;-234.4;;;;58.5;187.0;440.0;685.0;7.65;25.05;;;-57.8;-171.8;;;-10.55;-33.8;-63.5;-91.5;-52.25;;;
18.10.2000;1.55;4.65;6.65;7.3;12.7;;;;0.4;1.7;-0.3;-4.5;-241.8;;;;57.5;186.0;427.5;685.0;7.65;24.45;;;-59.65;-167.65;;;-10.05;-34.55;-63.5;-91.5;-51.25;;;
19.10.2000;1.45;4.75;6.55;7.8;12.2;;;;0.5;1.75;0.13;-3.5;-236.6;;;;61.5;187.0;427.0;685.0;7.85;24.7;;;-58.05;-168.5;;;-10.55;-33.65;-62.5;-89.0;-52.25;;;
20.10.2000;1.6;4.95;7.35;8.75;12.2;;;;0.45;1.95;0.15;-3.0;-239.0;;;;61.5;193.0;445.0;725.0;8.15;25.10001;;;-58.35;-169.45;;;-10.6;-33.5;-63.5;-90.5;-50.55;;;
23.10.2000;1.55;5.05;7.75;9.0;12.3;;;;0.35;2.0;0.2;-2.75;-247.3;;;;63.0;191.0;447.5;740.0;8.15;24.95;;;-59.75;-168.55;;;-10.95;-34.0;-63.0;-90.5;-53.75;;;
24.10.2000;1.63;5.15;7.65;9.0;11.85;;;;0.45;1.9;0.5;-2.5;-240.3;;;;54.5;170.0;385.0;625.0;7.9;25.85001;;;-57.75;-171.45;;;-10.4;-33.5;-63.0;-90.0;-52.75;;;
