Date;USD_TO_AUD_1M_FWD_PTS;USD_TO_AUD_3M_FWD_PTS;USD_TO_AUD_6M_FWD_PTS;USD_TO_AUD_9M_FWD_PTS;USD_TO_EUR_1M_FWD_PTS;USD_TO_EUR_3M_FWD_PTS;USD_TO_EUR_6M_FWD_PTS;USD_TO_EUR_9M_FWD_PTS;USD_TO_NZD_1M_FWD_PTS;USD_TO_NZD_3M_FWD_PTS;USD_TO_NZD_6M_FWD_PTS;USD_TO_NZD_9M_FWD_PTS;SEK_TO_USD_1M_FWD_PTS;SEK_TO_USD_3M_FWD_PTS;SEK_TO_USD_6M_FWD_PTS;SEK_TO_USD_9M_FWD_PTS;NOK_TO_USD_1M_FWD_PTS;NOK_TO_USD_3M_FWD_PTS;NOK_TO_USD_6M_FWD_PTS;NOK_TO_USD_9M_FWD_PTS;USD_TO_GBP_1M_FWD_PTS;USD_TO_GBP_3M_FWD_PTS;USD_TO_GBP_6M_FWD_PTS;USD_TO_GBP_9M_FWD_PTS;JPY_TO_USD_1M_FWD_PTS;JPY_TO_USD_3M_FWD_PTS;JPY_TO_USD_6M_FWD_PTS;JPY_TO_USD_9M_FWD_PTS;CAD_TO_USD_1M_FWD_PTS;CAD_TO_USD_3M_FWD_PTS;CAD_TO_USD_6M_FWD_PTS;CAD_TO_USD_9M_FWD_PTS;CHF_TO_USD_1M_FWD_PTS;CHF_TO_USD_3M_FWD_PTS;CHF_TO_USD_6M_FWD_PTS;CHF_TO_USD_9M_FWD_PTS
06.02.2023;7.48;23.58;49.35;73.05;18.38;56.71001;110.695;162.825;1.66;2.98;4.45;6.13;-156.8;-504.54;-1013.0;-1552.73;-137.9;-447.46;-884.18;-1489.48;6.44;23.00999;50.17999;80.2;-49.75;-162.62;-341.27;-517.175;-2.01;-10.11;-30.75;-49.93;-27.2;-85.405;-174.65;-261.355
07.02.2023;7.47;22.43;44.76;64.85;18.35;57.03999;110.145;161.095;1.5;2.47;3.3;4.88;-152.77;-496.95;-1002.75;-1517.5;-139.5;-452.49;-884.18;-1501.33;6.5;22.61;50.41;79.0;-48.96;-161.72;-337.45;-511.1499;-2.03;-10.15;-30.54;-53.26;-27.25;-85.63499;-173.7;-259.4099
08.02.2023;7.38;22.46;43.19;63.95;18.34;56.92999;109.57;159.83;1.16;2.28;2.44;4.07;-151.45;-493.3;-1002.75;-1475.145;-140.9;-454.3;-884.18;-1492.07;6.4;22.69;49.425;76.645;-49.35;-163.01;-338.9851;-512.54;-2.05;-10.74;-31.65;-53.6;-27.27;-85.58501;-174.425;-258.6899
09.02.2023;7.26;22.45;42.85;57.14;18.37;57.795;110.07;160.62;1.27;1.94;1.28;-0.11;-136.25;-463.0;-882.53;-1298.5;-138.9;-455.0;-884.18;-1459.38;6.5;23.49001;50.39999;78.00999;-49.5;-167.405;-342.04;-513.73;-2.05;-11.26;-32.59;-54.79;-27.22;-87.60001;-175.435;-259.6499
10.02.2023;7.18;22.15;41.3;57.57;18.31;56.42;108.04;158.65;1.15;1.57;0.71;0.11;-134.88;-458.175;-879.0;-1289.89;-138.52;-449.7;-897.0;-1335.27;6.47;22.67999;48.39;74.44501;-49.72;-165.76;-340.4299;-514.8401;-2.07;-11.19;-31.21;-51.01;-27.18;-86.30499;-173.92;-258.6101
13.02.2023;7.17;21.91;42.08;59.75;18.38;56.03;108.55;158.99;1.09;1.16;-0.6;-2.46;-132.93;-449.55;-878.95;-1321.235;-135.95;-443.0;-895.48;-1327.27;6.52;22.66;48.42999;74.03999;-49.9;-165.665;-345.1101;-522.48;-2.22;-10.61;-30.65;-51.18;-27.18;-84.78;-173.23;-257.24
14.02.2023;7.15;22.1;42.85;61.64;18.42;56.11;108.89;160.31;1.05;1.66;1.34;0.85;-137.75;-462.02;-878.95;-1335.025;-140.2;-451.15;-895.48;-1371.75;6.48;21.645;45.53;69.785;-49.99;-166.615;-348.115;-529.1201;-2.03;-10.96;-30.12;-50.45;-27.38;-85.64;-174.3;-260.1599
15.02.2023;7.02;22.0;42.82;60.5;18.29;55.64999;107.585;158.165;0.88;1.69;1.3;0.72;-138.9;-462.8701;-878.95;-1330.41;-141.3;-457.38;-895.48;-1361.63;6.34;22.72;50.78;79.715;-50.08;-167.615;-350.2649;-531.625;-2.01;-11.28;-33.73;-57.04;-27.45;-86.0;-175.17;-260.76
16.02.2023;6.73;22.07;43.25;62.68;18.18;55.78999;107.485;158.31;0.79;1.68;3.04;3.8;-138.15;-477.0;-878.95;-1342.825;-141.93;-452.98;-895.48;-1354.33;6.34;23.19;52.08;81.52;-51.84;-170.17;-351.2549;-532.75;-1.99;-11.67;-33.48;-54.93;-27.38;-86.955;-175.295;-263.575
17.02.2023;6.7;22.18;43.65;62.45;18.21;55.86501;107.67;158.215;0.51;2.34;3.58;5.27;-138.45;-475.73;-878.95;-1350.115;-140.0;-446.63;-896.16;-1332.03;6.32;23.045;50.95;80.37;-51.97;-170.585;-352.55;-534.52;-1.97;-12.53;-32.1;-52.91;-27.4;-86.97;-175.865;-262.6799
20.02.2023;6.65;21.95;43.55;61.28;18.16;55.17;107.58;157.91;0.66;2.02;2.99;4.4;-135.06;-431.6499;-881.8999;-1282.84;-138.74;-444.11;-896.16;-1316.0;6.26;22.85001;52.30499;82.19;-50.09;-168.61;-353.365;-535.3601;-1.84;-12.6;-33.16;-52.85;-27.34;-85.38;-175.18;-261.03
21.02.2023;6.5;21.3;42.13;59.58;17.94;55.16;107.42;158.17;0.41;1.43;0.75;0.43;-134.45;-452.48;-849.9299;-1219.925;-139.65;-445.02;-896.16;-1305.17;6.19;22.355;49.14999;76.985;-50.28;-170.055;-356.8501;-542.8;-1.95;-13.57;-37.18;-61.4;-27.43;-86.24001;-176.69;-265.01
22.02.2023;6.62;21.85;43.8;63.4;17.84;55.03;107.755;158.695;0.24;1.05;0.35;-0.04;-140.55;-459.8501;-869.575;-1258.65;-140.01;-441.0;-896.16;-1316.0;6.18;22.36501;48.39999;75.8;-50.73;-176.725;-359.01;-541.8101;-2.08;-14.19;-38.02;-63.34;-27.62;-86.705;-177.45;-264.845
23.02.2023;6.64;22.4;42.6;60.55;17.68;56.63;107.62;157.22;0.0;0.3;-0.24;-1.51;-140.93;-485.0601;-881.9751;-1260.13;-144.1;-455.64;-896.16;-1334.64;6.27;23.2;48.10001;73.10001;-50.93;-176.855;-359.0701;-541.8701;-2.24;-14.79;-39.82;-64.45;-27.63;-86.705;-180.285;-267.375
24.02.2023;7.36;22.1;42.12;59.75;19.37;56.56;108.35;158.035;-0.3;-0.4;-0.64;-1.2;-162.2;-494.8301;-881.9751;-1289.92;-161.75;-483.59;-896.16;-1379.26;6.78;22.005;46.35001;67.86;-57.92;-180.19;-370.365;-557.635;-2.38;-15.5;-40.76;-66.1;-31.13;-86.705;-184.495;-271.98
27.02.2023;8.11;21.57;42.15;59.97;20.99;56.625;109.275;158.13;0.27;0.17;-0.3;-1.12;-179.35;-472.25;-881.9751;-1261.3;-172.8;-487.0;-896.16;-1383.98;7.16;21.50999;46.25999;67.72501;-62.85;-179.12;-368.6101;-555.1499;-2.85;-15.45;-39.68;-63.96;-34.1;-86.705;-184.17;-271.9299
28.02.2023;7.88;21.6;42.65;60.36;20.31;56.27;109.54;157.23;0.32;-0.19;-0.45;-1.4;-174.23;-499.4751;-881.9751;-1309.935;-172.98;-486.4;-896.16;-1404.07;6.85;21.38;47.0;69.45;-60.91;-179.11;-375.53;-560.3999;-3.93;-15.72;-42.77;-77.25;-33.13;-86.705;-187.02;-273.2151
01.03.2023;7.58;22.73;44.9;64.9;19.7;57.505;108.3;155.55;0.47;0.02;0.49;0.37;-169.74;-511.28;-881.9751;-1344.36;-171.32;-499.57;-1009.0;-1453.45;7.12;23.37;49.99001;75.325;-58.79;-183.16;-374.49;-560.75;-3.64;-15.47;-42.55;-70.0;-31.61;-86.705;-184.71;-269.54
02.03.2023;7.56;22.18;44.35;64.6;19.29;55.16499;104.52;151.7;0.38;-0.04;-0.39;-0.31;-171.5;-502.9199;-881.9751;-1354.71;-197.0;-489.55;-1009.0;-1463.51;7.26;23.45;49.55;73.98;-59.29;-180.04;-371.6699;-560.47;-3.42;-16.49;-42.05;-69.3;-31.13;-86.705;-182.39;-266.48
03.03.2023;8.63;22.42;44.87;65.02;21.79;55.815;105.425;150.965;0.27;-0.4;-0.47;0.44;-192.05;-490.5;-881.9751;-1345.92;-187.48;-474.32;-1009.0;-1446.63;8.34;24.045;50.74001;73.81;-59.12;-179.75;-370.6399;-557.345;-3.94;-16.79;-44.88;-73.23;-34.7;-86.705;-180.01;-263.29
06.03.2023;8.28;22.52;46.0;67.85;21.35;56.25999;105.1;149.92;0.01;-0.87;-0.51;-0.51;-187.0;-479.53;-881.9751;-1290.065;-182.6;-468.6;-1009.0;-1430.0;8.12;23.91499;50.5;74.325;-63.1;-179.825;-371.405;-559.8899;-4.58;-17.49;-46.31;-74.98;-33.04;-88.45;-174.32;-252.59
07.03.2023;8.08;22.9;52.44;78.31;21.15;58.215;111.21;158.21;0.15;-0.54;1.26;2.89;-193.96;-509.8601;-881.9751;-1413.16;-185.6;-503.21;-1033.0;-1549.77;8.36;25.67999;54.315;79.09;-62.49;-185.59;-387.98;-583.48;-5.04;-20.16;-52.6;-84.3;-33.1;-88.45;-183.6;-266.0601
08.03.2023;7.97;25.21;51.55;78.6;20.7;60.34;113.225;161.24;-0.13;-0.63;0.99;0.51;-186.5;-527.29;-881.9751;-1389.575;-177.6;-487.0;-1001.0;-1506.66;8.34;27.605;58.06;84.935;-60.76;-190.73;-390.4099;-589.1299;-5.12;-22.13;-56.0;-84.3;-32.49;-88.45;-183.67;-266.96
09.03.2023;7.7;24.4;50.62;75.13;19.88;58.505;108.85;154.87;-0.21;-1.22;-1.41;-3.24;-186.0;-518.25;-881.9751;-1352.945;-173.7;-490.0;-1009.0;-1490.0;8.03;26.69;53.55499;77.235;-60.97;-184.81;-379.76;-568.5801;-5.03;-21.13;-52.81;-80.1;-31.23;-88.45;-182.0;-256.7351
10.03.2023;7.9;24.0;48.75;65.2;21.05;61.64999;113.69;159.37;-0.05;-1.76;-5.02;-10.73;-193.5;-528.0;-881.9751;-1308.01;-177.0;-485.42;-1039.0;-1514.0;8.52;26.92999;51.96001;69.74001;-63.12;-186.52;-375.4951;-555.05;-5.4;-20.9;-50.24;-75.15;-32.51;-88.45;-179.555;-252.805
13.03.2023;7.94;22.23;34.5;40.6;23.31;64.25;105.3;129.4;-0.24;-2.05;-17.27;-36.12;-210.97;-529.6899;-881.9751;-1119.825;-182.51;-479.31;-807.18;-1253.92;9.53;24.50999;28.21001;19.62;-65.98;-179.44;-338.96;-480.7;-5.04;-18.74;-38.7;-51.85;-37.49;-88.45;-185.4;-236.84
14.03.2023;7.82;23.15;42.95;57.65;21.15;60.31;106.26;134.47;0.1;-1.38;-17.27;-21.74;-188.0;-495.51;-826.0;-1110.005;-198.94;-543.39;-1006.48;-1277.7;8.66;26.17999;41.56;46.235;-63.38;-181.08;-360.3701;-516.1001;-5.2;-18.51;-41.7;-57.03;-33.26;-88.45;-171.84;-234.29
15.03.2023;7.39;23.1;40.4;48.75;21.34;64.5;106.36;134.36;0.06;-1.5;-17.3;-36.63;-198.5;-535.0;-761.0;-847.1799;-168.78;-514.0;-778.04;-1120.0;8.26;25.705;31.92;27.39999;-63.93;-189.51;-347.1399;-487.2;-6.33;-19.47;-39.75;-53.5;-38.59;-105.09;-183.18;-249.36
16.03.2023;7.03;22.25;41.5;55.4;19.2;58.35001;105.15;140.72;-0.15;-2.19;-12.17;-26.18;-189.71;-514.05;-831.0;-847.1799;-167.82;-479.3;-892.0;-1209.97;8.01;25.325;39.92;50.64999;-61.82;-180.39;-352.375;-508.6951;-5.47;-17.69;-42.0;-57.9;-35.94;-105.09;-180.74;-248.6
17.03.2023;7.13;22.15;39.1;52.25;19.31;57.32001;100.485;130.67;-0.28;-3.61;-19.8;-37.13;-185.89;-492.97;-762.0;-855.9099;-155.14;-424.99;-708.92;-1063.0;8.31;24.7;30.185;32.815;-64.79;-176.19;-333.4099;-477.2351;-6.81;-20.1;-36.75;-45.9;-32.32;-105.09;-174.975;-237.005
20.03.2023;7.7;22.66;45.0;59.7;20.94;59.27;105.815;144.56;-0.58;-3.75;-15.96;-31.93;-198.77;-502.4399;-766.0;-855.9099;-169.35;-447.0;-803.0;-1067.0;9.21;25.58;40.24001;49.17;-62.88;-176.39;-343.6499;-495.6101;-5.83;-18.4;-36.1;-48.71;-38.35;-100.77;-181.24;-250.07
21.03.2023;7.69;22.95;47.71;67.82;19.72;57.17999;105.93;146.8;-0.88;-3.89;-13.9;-24.59;-191.56;-499.1499;-800.0;-1029.98;-158.75;-443.71;-808.0;-1125.66;8.77;25.58;44.33;58.3;-62.69;-177.4;-354.8601;-515.7251;-6.14;-19.07;-42.68;-63.74;-34.04;-100.77;-176.6;-246.425
22.03.2023;7.67;23.0;44.75;64.07;19.41;57.56;101.22;135.25;-0.47;-2.55;-10.79;-21.89;-187.99;-496.98;-784.0;-1029.98;-148.25;-436.0;-762.86;-1125.66;7.87;22.105;29.50999;27.995;-59.64;-178.85;-342.99;-497.3799;-6.56;-19.95;-40.2;-60.8;-33.05;-100.77;-174.5;-239.5
23.03.2023;7.58;22.4;41.45;55.45;19.16;55.44;97.36;128.36;0.21;-1.1;-10.79;-22.22;-188.02;-481.3501;-743.0;-894.28;-152.55;-419.0;-721.87;-889.59;7.76;20.42999;26.52499;24.16;-59.7;-174.14;-336.79;-484.1899;-6.17;-20.22;-40.4;-58.3;-31.38;-89.3;-165.9;-220.135
24.03.2023;7.48;21.85;41.35;54.65;19.7;57.37;100.99;129.59;0.0;-1.55;-10.08;-23.21;-198.0;-511.5;-795.0;-894.28;-152.35;-434.35;-750.68;-889.59;8.13;21.315;28.64;28.39999;-60.58;-173.92;-335.55;-479.95;-6.66;-20.23;-41.0;-55.4;-32.49;-89.3;-167.42;-225.83
27.03.2023;7.5;22.94;44.75;61.4;18.85;57.215;102.39;137.885;0.15;-0.5;-6.45;-16.33;-188.25;-498.2749;-794.4399;-894.28;-143.88;-426.4;-761.0;-889.59;7.64;21.92999;32.60001;34.035;-58.22;-176.27;-344.46;-498.25;-6.34;-20.42;-41.75;-57.5;-30.19;-89.87;-167.8;-229.7
28.03.2023;7.22;22.73;44.71;62.34;18.22;57.17;102.495;140.17;0.36;-1.11;-6.47;-14.83;-178.57;-488.05;-792.0;-1006.72;-138.95;-417.07;-767.18;-1003.37;7.53;21.2;31.63;33.7;-55.88;-174.75;-341.4751;-496.6201;-6.2;-19.62;-38.65;-53.9;-29.55;-89.87;-167.9;-231.59
29.03.2023;6.87;22.42;43.5;60.35;17.66;56.72;103.05;140.7;0.3;-0.45;-5.75;-13.21;-174.06;-494.05;-812.0;-1052.5;-133.09;-419.95;-782.0;-1047.32;6.96;21.21001;31.80499;34.72501;-54.39;-175.49;-345.0901;-503.9399;-5.79;-19.62;-38.1;-52.96;-28.62;-89.87;-167.44;-229.79
30.03.2023;7.21;22.48;43.82;61.25;18.41;56.35001;102.1;145.0;0.19;-0.57;-6.02;-13.98;-178.38;-489.0;-815.0;-1160.0;-139.77;-417.38;-778.75;-1055.05;7.47;21.39999;32.5;40.39999;-66.9;-176.17;-348.4399;-526.24;-5.58;-19.62;-38.55;-54.0;-29.3;-89.03;-166.1;-234.785
31.03.2023;7.18;22.67;44.35;62.35;18.24;55.95;101.48;144.09;0.19;-0.49;-5.78;-12.15;-177.99;-489.4651;-816.0;-1154.99;-146.11;-429.0;-785.0;-1063.81;7.69;21.855;32.87;41.175;-64.93;-177.67;-348.6899;-524.23;-5.94;-20.2;-39.34;-57.1;-29.48;-89.55;-166.09;-234.08
03.04.2023;7.16;22.5;44.95;62.7;18.22;55.62;102.15;144.895;0.15;-0.77;-5.67;-14.93;-174.0;-482.0;-817.5;-1150.0;-144.75;-421.0;-790.0;-1036.94;7.71;22.28999;34.75;42.8;-62.9;-175.93;-348.6599;-523.1799;-5.56;-19.82;-39.52;-59.2;-29.43;-88.80499;-167.82;-236.225
04.04.2023;8.02;23.35;44.45;60.15;19.58;54.53999;97.87;138.11;0.23;-0.8;-7.84;-19.79;-180.5;-472.99;-774.24;-1076.03;-144.5;-416.95;-747.88;-1036.94;8.66;21.245;30.67;35.7;-60.62;-173.85;-341.25;-514.0349;-5.37;-18.49;-36.02;-55.12;-31.46;-88.28;-164.7;-231.67
05.04.2023;7.77;23.82;44.69;59.61;18.84;54.89;97.2;135.05;-0.67;-3.78;-15.48;-30.96;-173.5;-469.5049;-802.9399;-1065.18;-145.52;-417.56;-749.88;-1040.44;8.37;21.52;29.47;33.10001;-58.93;-173.995;-345.4199;-509.4751;-6.17;-19.6;-36.63;-50.22;-29.64;-88.2;-163.78;-227.4
06.04.2023;7.81;23.59;45.25;61.02;18.98;54.89999;98.47;138.74;-0.77;-4.02;-13.46;-27.4;-172.85;-476.53;-794.75;-1082.675;-149.85;-431.15;-801.0;-1075.0;8.66;22.265;31.105;36.08;-57.51;-175.02;-343.8;-512.2;-5.74;-19.82;-37.95;-55.2;-29.72;-88.5;-164.89;-233.3
07.04.2023;7.87;24.15;47.3;66.25;19.06;56.42;103.13;148.43;-0.7;-3.19;-11.59;-22.06;-175.9;-476.5;-827.3201;-1187.725;-151.75;-426.0;-827.0;-1154.42;8.85;23.8;36.7;47.48;-57.75;-177.07;-350.3601;-524.95;-5.91;-21.17;-46.21;-67.93;-29.83;-88.55499;-170.11;-243.31
10.04.2023;7.8;23.53;48.15;67.37;19.01;56.46001;103.96;150.24;-0.85;-3.92;-11.99;-26.87;-176.72;-476.55;-843.5;-1215.5;-150.07;-428.4;-840.32;-1179.0;8.78;23.84;38.095;50.05;-58.29;-179.58;-355.6799;-533.55;-5.95;-20.91;-40.6;-58.87;-29.95;-88.56;-170.4;-243.5
11.04.2023;8.59;24.73;47.6;66.76;19.88;55.08;99.74001;142.065;-0.81;-4.04;-11.72;-22.18;-182.23;-479.02;-841.0;-1175.34;-159.45;-436.82;-827.23;-1152.97;8.99;22.86;34.36;41.89999;-61.92;-179.015;-354.78;-538.7;-5.98;-20.74;-40.34;-56.86;-31.75;-89.38;-169.05;-243.05
12.04.2023;8.35;24.63;45.99;62.61;19.55;54.97;97.60001;135.065;-0.8;-3.97;-12.35;-25.64;-177.98;-470.6001;-809.0;-1120.1;-156.4;-430.8;-810.0;-1093.0;8.81;22.84;32.955;37.8;-60.24;-178.76;-357.52;-532.3;-6.46;-20.48;-36.8;-52.04;-30.8;-89.17;-169.4;-237.28
13.04.2023;7.88;24.56;46.68;62.85;18.76;54.02;95.60001;133.595;-0.98;-3.87;-12.22;-24.09;-163.52;-463.625;-780.0;-1073.5;-158.55;-427.2;-770.55;-1025.34;8.21;22.32001;33.08;38.97;-57.95;-179.565;-351.345;-526.0349;-6.27;-20.76;-36.69;-49.79;-29.6;-87.60001;-163.12;-232.28
14.04.2023;7.74;24.21;47.25;64.89;18.71;53.985;97.10001;137.65;-0.71;-3.26;-12.22;-28.22;-167.65;-465.03;-822.5;-1158.82;-158.17;-371.55;-810.0;-1083.65;8.27;23.10001;36.60001;44.06;-58.57;-180.17;-359.26;-540.2;-6.38;-21.65;-39.75;-55.1;-30.51;-88.52;-165.96;-238.055
17.04.2023;7.81;25.1;49.0;67.47;18.79;54.41;98.795;140.98;-0.71;-3.06;-8.85;-17.38;-169.01;-476.325;-822.8;-1161.67;-153.55;-458.0;-829.0;-1097.47;8.39;23.905;38.84;49.7;-58.65;-181.29;-362.24;-545.3999;-6.72;-22.42;-41.5;-57.16;-29.53;-89.14999;-168.685;-242.775
18.04.2023;8.16;24.88;47.85;66.25;19.98;54.55;99.25;141.56;-0.79;-3.52;-8.85;-19.06;-177.48;-477.9299;-839.1699;-1171.5;-167.65;-451.93;-836.0;-1118.88;8.79;22.95;35.72;43.2;-62.6;-180.95;-361.5601;-547.99;-6.86;-22.85;-42.78;-59.34;-31.35;-88.86;-169.055;-244.97
19.04.2023;8.25;24.96;47.9;64.18;19.06;53.91;99.215;140.0;-0.85;-3.43;-8.98;-18.43;-170.75;-478.0;-841.97;-1165.32;-161.8;-457.0;-851.0;-1133.46;8.23;21.38;31.42999;34.64999;-61.15;-182.26;-368.9099;-550.71;-7.64;-22.69;-44.32;-61.63;-30.48;-89.2;-171.3;-245.45
20.04.2023;8.06;24.9;47.2;64.05;18.26;53.41;97.05;137.235;-1.05;-3.64;-8.98;-18.76;-161.25;-468.9751;-822.95;-1140.775;-158.3;-454.65;-835.0;-1113.16;7.67;20.77;30.0;32.155;-59.71;-182.58;-363.75;-545.8301;-7.4;-22.7;-44.65;-62.6;-29.6;-89.17;-169.89;-243.83
21.04.2023;8.13;24.85;47.1;64.35;18.52;54.315;99.05;141.235;-0.87;-3.22;-8.41;-16.0;-162.0;-470.0;-835.25;-1143.18;-157.77;-461.77;-819.84;-1084.23;7.85;20.965;31.17;34.69;-59.65;-182.79;-364.0801;-546.9551;-7.46;-23.97;-46.04;-70.2;-29.88;-89.42;-171.21;-245.84
24.04.2023;8.88;24.65;45.82;61.77;18.62;54.55;97.7;134.25;-0.88;-3.24;-8.96;-17.64;-161.0;-465.0;-815.3601;-1131.5;-156.0;-453.0;-805.0;-1056.0;7.87;21.25999;29.34;29.45;-59.47;-182.41;-363.6399;-543.55;-7.39;-23.99;-45.43;-65.1;-29.45;-88.73;-166.47;-240.2
25.04.2023;9.0;24.4;46.2;61.45;20.45;54.435;100.855;141.3;-0.82;-3.31;-8.96;-21.49;-175.79;-462.45;-812.0;-1085.56;-171.3;-443.0;-782.0;-1007.0;8.6;20.58;27.745;26.405;-65.19;-181.74;-360.1001;-539.1499;-7.19;-23.48;-45.3;-66.71;-32.45;-88.75999;-165.72;-238.165
26.04.2023;9.09;26.06;48.09;64.08;20.58;57.27;102.28;143.42;-0.74;-3.18;-8.45;-17.61;-177.0;-483.05;-857.6499;-1161.09;-171.45;-465.0;-814.0;-1060.77;8.8;22.00999;30.455;29.2;-65.04;-188.24;-368.24;-545.45;-8.06;-24.01;-46.31;-66.6;-32.69;-88.75999;-171.88;-244.48
27.04.2023;8.66;25.69;48.85;66.35;19.25;55.41;101.3;144.7;-0.75;-3.3;-7.53;-15.89;-161.88;-469.5601;-861.1299;-1226.36;-164.39;-456.0;-829.0;-1067.74;8.34;22.075;31.42999;32.17;-61.44;-184.96;-366.8899;-547.96;-8.14;-24.48;-47.54;-67.24;-31.11;-88.75999;-169.88;-244.01
28.04.2023;8.66;25.63;48.8;65.97;20.81;55.63499;101.32;145.18;-0.81;-2.96;-8.47;-17.92;-170.99;-472.46;-852.1499;-1217.19;-175.1;-466.0;-826.49;-1080.24;9.05;21.71001;29.285;29.00999;-63.15;-187.57;-372.5801;-555.04;-8.03;-24.02;-45.85;-66.5;-33.57;-88.75999;-169.675;-244.78
01.05.2023;9.26;26.1;49.55;68.69;20.77;56.10001;102.6;150.9;-0.33;-2.29;-7.77;-16.78;-173.12;-472.05;-887.6699;-1280.5;-178.25;-470.15;-845.1;-1126.68;9.15;22.655;32.3;35.8;-63.86;-190.88;-378.5901;-566.3999;-8.24;-24.75;-46.75;-67.1;-33.59;-88.75999;-172.865;-246.9
02.05.2023;7.96;22.89;37.8;53.45;20.22;56.19501;100.93;142.765;-0.52;-3.71;-11.49;-23.71;-170.04;-471.075;-835.0;-1167.5;-172.38;-456.0;-778.0;-1126.68;9.02;21.55;28.13;28.25;-63.47;-189.69;-370.3701;-549.9351;-8.24;-24.68;-47.96;-66.54;-32.3;-88.75999;-172.26;-243.52
03.05.2023;7.51;23.08;41.14;50.98;19.7;57.12;99.11;135.35;-0.73;-3.98;-12.56;-27.76;-166.19;-481.55;-831.04;-1141.96;-170.65;-456.61;-789.0;-1002.0;8.86;21.8;26.27;20.14999;-63.06;-187.095;-364.4099;-535.8799;-8.24;-24.56;-41.6;-54.7;-31.27;-88.75999;-168.3;-236.17
04.05.2023;7.63;22.55;39.82;55.05;20.07;57.64;101.29;141.7;-0.51;-3.43;-11.95;-26.1;-166.79;-471.55;-815.1599;-1103.03;-168.6;-448.0;-747.0;-1002.0;9.59;23.16499;29.46001;25.42;-63.1;-187.335;-363.9851;-534.3601;-8.93;-26.3;-45.32;-60.3;-31.35;-88.75999;-168.89;-239.95
05.05.2023;7.74;23.32;43.29;54.88;19.58;56.69;101.09;141.9;-0.53;-3.18;-10.36;-22.57;-166.01;-472.49;-833.0801;-1147.76;-165.98;-444.45;-763.11;-1002.0;9.4;22.19;28.7;24.125;-63.39;-188.06;-367.75;-542.78;-8.69;-25.86;-44.98;-58.95;-31.57;-88.75999;-170.99;-244.25
08.05.2023;8.6;23.31;42.45;56.25;20.74;55.73;100.9;141.91;-0.69;-3.47;-10.88;-22.39;-173.52;-462.47;-830.23;-1133.5;-177.45;-447.7;-770.0;-1002.0;9.52;22.45;30.60001;29.375;-66.74;-187.0;-367.6201;-550.1001;-8.59;-25.51;-44.9;-63.38;-32.48;-89.89;-170.04;-246.86
09.05.2023;8.35;23.4;44.2;58.3;19.91;55.55;101.2;142.455;-0.55;-3.06;-10.18;-21.54;-165.3;-463.1399;-834.74;-1143.25;-170.35;-450.5;-779.48;-1002.0;8.89;21.95;29.48;27.45;-64.7;-193.485;-373.05;-550.8;-8.59;-25.78;-46.54;-62.72;-31.92;-89.89;-172.77;-248.23
10.05.2023;8.18;23.8;42.69;55.65;19.07;55.99001;98.71001;138.12;-0.37;-3.3;-11.15;-24.84;-161.32;-463.1499;-807.0;-1096.64;-166.16;-447.73;-729.91;-899.28;8.46;21.24001;26.96001;23.25;-62.4;-190.515;-367.3501;-539.6699;-8.59;-25.87;-46.29;-61.53;-30.71;-89.89;-169.46;-242.12
11.05.2023;7.8;23.0;41.55;53.95;19.14;54.78;97.55;138.25;-0.2;-2.78;-11.31;-24.76;-163.0;-463.51;-813.77;-1111.9;-165.2;-443.18;-730.0;-894.35;8.33;20.91;27.38;24.8;-62.82;-187.59;-366.385;-540.54;-8.59;-27.3;-47.6;-63.01;-30.93;-89.89;-170.25;-245.0
12.05.2023;7.74;22.67;41.95;55.35;18.9;54.48;97.82001;137.75;-0.28;-2.16;-8.46;-18.81;-162.99;-466.8899;-820.4399;-1124.53;-163.66;-458.5;-754.0;-894.35;8.25;20.755;27.3;25.21001;-63.22;-188.89;-371.48;-549.8501;-8.74;-26.53;-47.8;-64.1;-30.86;-89.89;-172.1;-247.8
15.05.2023;8.37;22.3;40.61;53.25;20.84;54.53999;98.55;140.195;-0.51;-2.41;-8.73;-22.94;-178.5;-466.49;-819.8101;-1140.55;-170.7;-455.2;-747.0;-894.35;9.04;20.75999;28.3;27.39999;-69.26;-188.98;-372.2451;-556.6399;-8.47;-26.02;-46.3;-61.6;-33.76;-89.89;-170.9;-248.39
16.05.2023;8.18;22.1;40.74;53.62;20.38;54.61;99.95;142.55;-0.7;-3.19;-10.15;-21.1;-169.0;-480.51;-836.0;-1168.33;-167.5;-442.0;-747.0;-894.35;8.72;21.105;30.355;32.45;-67.36;-189.82;-378.0601;-560.1001;-8.47;-24.8;-41.8;-51.1;-31.88;-89.89;-172.87;-250.06
17.05.2023;8.01;22.77;41.04;53.5;19.85;56.11;100.8;143.605;-0.87;-3.84;-13.03;-24.24;-166.5;-473.0;-849.3601;-1191.525;-168.8;-462.05;-771.32;-894.35;8.4;21.81;31.77499;34.78;-66.13;-196.855;-382.845;-568.0549;-8.95;-24.98;-41.55;-50.4;-31.05;-89.89;-173.5;-251.9
